rank,model_group,model,information_set,strategy_type,strategy_category,sharpe_net,ceq_gain_vs_always_short_gamma3_annualized,max_drawdown_diff_vs_always_short,pct_months_traded,avg_turnover,annualized_mean_return_net,max_drawdown,worst_monthly_return,hit_ratio
246,ML,PCA,HAR+Option,threshold_quantile_25_75,long_short_threshold,0.110989989697638,-4.96864517953401,-8.08837015890559,0.496774193548387,0.4,0.186217556905946,-11.5513890970632,-1.23379630045065,0.87741935483871
247,Stacked,Stacked Random Forest,Multiple,threshold_quantile_25_75,long_short_threshold,0.0830886561294929,-5.03254342158436,-6.89137954127953,0.496774193548387,0.458064516129032,0.139691542654022,-10.3543984794371,-1.23379630045065,0.916129032258065
248,Stacked,Stacked Elastic Net,Multiple,threshold_quantile_25_75,long_short_threshold,0.116303379093548,-5.06729870318466,-6.83512432837868,0.503225806451613,0.445161290322581,0.197659852122655,-10.2981432665362,-1.23379630045065,0.916129032258065
249,ML,Neural Network,HAR+Option,threshold_quantile_25_75,long_short_threshold,-0.593227333187331,-5.09578627252686,-14.6210316079474,0.561290322580645,0.574193548387097,-0.877952961137641,-18.0840505461049,-1.23579630045065,0.787096774193548
250,ML,PCA,HAR+Macro+Option,threshold_quantile_25_75,long_short_threshold,0.0375329905013961,-5.21197948575436,-7.53184074878128,0.503225806451613,0.387096774193548,0.0638681560951694,-10.9948596869388,-1.23379630045065,0.870967741935484
251,Combination,Random Forest EW,Multiple,threshold_quantile_25_75,long_short_threshold,-0.0420198550975605,-5.25521034826124,-10.1868437395625,0.503225806451613,0.432258064516129,-0.0707470466900558,-13.64986267772,-1.23379630045065,0.909677419354839
252,ML,Elastic Net,HAR,threshold_quantile_25_75,long_short_threshold,-0.0332084666203091,-5.25791528993763,-9.13612736531394,0.509677419354839,0.406451612903226,-0.0560261379020454,-12.5991463034715,-1.23379630045065,0.858064516129032
253,ML,Random Forest,HAR+Macro+Option,threshold_quantile_25_75,long_short_threshold,-0.0601887991266565,-5.30498760003131,-9.96289914634471,0.509677419354839,0.380645161290323,-0.101563023166503,-13.4259180845023,-1.23379630045065,0.916129032258065
254,Combination,Elastic Net EW,Multiple,threshold_quantile_25_75,long_short_threshold,-0.0460372260829951,-5.30911939181119,-9.13612736531394,0.509677419354839,0.419354838709677,-0.0779355955628552,-12.5991463034715,-1.23379630045065,0.903225806451613
255,Combination,PCA EW,Multiple,threshold_quantile_25_75,long_short_threshold,-0.111913062855561,-5.33900195520625,-9.32351453457476,0.496774193548387,0.445161290322581,-0.187687369908157,-12.7865334727323,-1.23379630045065,0.870967741935484
256,Combination,Equal Weight,HAR+Macro+Option,threshold_quantile_25_75,long_short_threshold,-0.0102876113974443,-5.39955309471036,-9.59567813899797,0.509677419354839,0.458064516129032,-0.0177182531030264,-13.0586970771555,-1.23379630045065,0.883870967741936
257,Combination,Equal Weight,HAR+Macro,threshold_quantile_25_75,long_short_threshold,-0.228778384211853,-5.40347445943542,-11.1868304669154,0.509677419354839,0.483870967741936,-0.377918390556579,-14.6498494050729,-1.23379630045065,0.870967741935484
258,Combination,Equal Weight,HAR,threshold_quantile_25_75,long_short_threshold,-0.12364117053584,-5.40885334024723,-10.1477373612765,0.490322580645161,0.470967741935484,-0.208556612765076,-13.610756299434,-1.23379630045065,0.896774193548387
259,ML,PCA,HAR+Macro,threshold_quantile_25_75,long_short_threshold,-0.119929285977879,-5.41262538244311,-8.7148087053306,0.516129032258065,0.445161290322581,-0.202527594474698,-12.1778276434882,-1.23379630045065,0.870967741935484
260,ML,Random Forest,HAR+Option,threshold_quantile_25_75,long_short_threshold,-0.1712364905249,-5.42027016910288,-11.0412676290303,0.509677419354839,0.406451612903226,-0.286577241692088,-14.5042865671879,-1.23379630045065,0.92258064516129
261,ML,Elastic Net,HAR+Macro,threshold_quantile_25_75,long_short_threshold,-0.165447679208427,-5.45839419339283,-9.52979369802883,0.509677419354839,0.445161290322581,-0.278410465984816,-12.9928126361864,-1.23379630045065,0.890322580645161
262,Benchmark,OLS HAR,HAR,threshold_quantile_25_75,long_short_threshold,-0.178626165730867,-5.46825281293267,-9.52979369802883,0.503225806451613,0.458064516129032,-0.300165600027473,-12.9928126361864,-1.23379630045065,0.87741935483871
263,ML,PCA,HAR,threshold_quantile_25_75,long_short_threshold,-0.178626165730867,-5.46825281293267,-9.52979369802883,0.503225806451613,0.458064516129032,-0.300165600027473,-12.9928126361864,-1.23379630045065,0.87741935483871
264,Combination,Equal Weight,Multiple,threshold_quantile_25_75,long_short_threshold,-0.189922375602867,-5.52194157378881,-11.8735124658185,0.503225806451613,0.419354838709677,-0.320405554144717,-15.336531403976,-1.23379630045065,0.896774193548387
265,Combination,Equal Weight,HAR+Option,threshold_quantile_25_75,long_short_threshold,-0.170233577845295,-5.53615884697944,-9.8227785057088,0.516129032258065,0.483870967741936,-0.288729407249552,-13.2857974438664,-1.23479630045065,0.883870967741936
266,ML,Random Forest,HAR,threshold_quantile_25_75,long_short_threshold,-0.151083249905887,-5.73112922369574,-10.5319560863482,0.529032258064516,0.445161290322581,-0.262728278178824,-13.9949750245058,-1.23379630045065,0.903225806451613
267,ML,Neural Network,HAR,threshold_quantile_25_75,long_short_threshold,-0.293736942822706,-5.94148841157038,-10.1290162118611,0.535483870967742,0.587096774193548,-0.508784000650527,-13.5920351500187,-1.23379630045065,0.864516129032258
268,Naive,Historical Mean RV,Historical RV,scaled_long_short,scaled,-0.870912255832114,-6.28737969760184,-20.6127152449302,0.845161290322581,0.29409014435144,-1.41201611309066,-24.0757341830878,-1.23498154374148,0.309677419354839
269,Naive,Historical Mean RV,Historical RV,threshold_half_sd_long_short,long_short_threshold,-1.07514046694502,-7.00918846057417,-24.1773391446249,0.612903225806452,0.303225806451613,-1.81272162388884,-27.6403580827825,-1.23479630045065,0.309677419354839
270,Naive,Historical Mean RV,Historical RV,binary_timing,long_short,-1.03815295608016,-9.91523194004054,-30.5176999782592,1,0.341935483870968,-2.20653856726887,-33.9807189164168,-1.23579630045065,0.309677419354839
